display_name,person_database_id,internal_person_id,expected_club_database_id,expected_club_name,sample_group,reference_kind,reference_value,reference_offset,is_identity,previous_zero_run_distance,next_zero_run_distance,previous_reference_distance,next_reference_distance,signature_hash,structural_signature,context_hex
"Andrezinho",302728,50407,322,"CR Flamengo",NORMAL,INTERNAL_PERSON_ID,50407,0x004DAE38,False,-1,-1,1707,18110,B75FF35CA619CF79,"L|S|L|L|L|S|B|I|I|L|I|B|REF|I|S|L|L|L|L|L|S|L|L|I|I|I|I|L|I|B|S|I|S|L|L|S|",00060000004300650072006E006500610000000100A4000000E4C40000F113730000050000004400610072006900650000000100A4000000E5C40000E713730000090000005000EE0072006300E3006C0061006200750000000100A4000000E6C400004A1D7300000600000047006800650061007200E30000000100A4000000E7C40000E61C730000080000004E00690063006F006C0069007400E30000000100A4000000E8C40000E01373000007000000430075006C00650061006600E30000000100A4000000E9C40000DC137300000500000042006F0067006F00730000000100A4000000EAC40000DB13730000060000004D006900720069006300E30000000100A4000000EBC40000CF13730000090000004D0069006E00640069006C0065006100630000000100A4000000ECC40000CB13730000060000004D006100630061007200650000000100A4000000EDC40000E41C730000060000004C00610073006C00E300750000000100A4000000EEC40000B9137300000A0000005300E3006E00
"Andrezinho",302728,50407,322,"CR Flamengo",NORMAL,INTERNAL_PERSON_ID,50407,0x007993C1,False,67,120,6868,167,480A9A12F2C77CEE,"I|I|L|L|L|FF|L|L|L|S|L|FF|REF|I|S|L|S|L|L|I|S|I|L|L|S|S|Z|L|L|L|B|L|Z|L|L|L|",1A0000FD250001000000000000004700000A1C3E0000000000000000000000000000000000000000000000000000000000000100000000000000004201000000000000000000000103000300290007000700410029004100010000010400D4070800D407FFFFFFFF00FFFFFFFF00FFFFFFFF0002003C000000006C07FFFFFFFFE7C400003F0201000F220000D200BF0700BD000000FFFFFFFF00000100E30F00000100006C078F000000010400D4070A380300003E0400000000000000FFFFFFFF010001000000CC0200000000000051000000000000002464000094010002030F000000001F299900540300000033000000FE0700006C01D507030400000000000000000400D4072D020AFF00000000010101613200330000000000000400D407000054030000889E040002D606D606320054007600D0020000FFFFFFFF811000000A00A8160000102700000000000000000000000088430000000000000000000000000000000000000000000000000000000000000003000000000000000015990400
"Andrezinho",302728,50407,322,"CR Flamengo",NORMAL,PERSON_DATABASE_ID,302728,0x002F5A21,True,-1,-1,4,22444,EA28849F3165C385,"L|L|S|B|I|I|I|I|I|I|B|S|REF|S|L|L|L|L|S|L|L|I|I|I|I|I|I|I|L|I|B|L|L|L|L|L|",C40000D75E32000006000000420065006E0065006300790000000100BD000000E5C40000E35E3200000F00000041006E007400F4006E0069006F00200052006F006E0061006C0064006F0000000100BD000000E6C40000E55E3200000A00000041006E0064007200650020004C00750069007A0000000100BD000000E7C40000889E04000006000000560061006C006E006500690000000100BD000000E8C40000F15E32000010000000440065006E00ED006C0073006F006E00200041006E007400F4006E0069006F0000000100BD000000E9C40000F45E320000100000004C0065006F006E006100720064006F002000430061006500740061006E006F0000000100BD000000EAC40000F95E320000050000005200650067006900730000000100BD000000EBC40000FA5E320000100000004400EA006E006900730073006F006E0020005200690063006100720064006F0000000100BD000000ECC40000005F3200000A00000044006900760061006E0069006C0073006F006E0000000100BD000000
"Andrezinho",302728,50407,322,"CR Flamengo",NORMAL,PERSON_DATABASE_ID,302728,0x00799468,False,43,31,167,9093,F8787E50BCDC9F27,"L|B|Z|L|L|B|L|L|Z|I|S|S|REF|L|L|L|L|L|L|I|I|Z|Z|L|B|Z|Z|Z|Z|Z|Z|Z|B|Z|L|Z|",000000010400D4070A380300003E0400000000000000FFFFFFFF010001000000CC0200000000000051000000000000002464000094010002030F000000001F299900540300000033000000FE0700006C01D507030400000000000000000400D4072D020AFF00000000010101613200330000000000000400D407000054030000889E040002D606D606320054007600D0020000FFFFFFFF811000000A00A816000010270000000000000000000000008843000000000000000000000000000000000000000000000000000000000000000300000000000000001599040000000000000000000100000000000000000000150000001500010000010400D4070400D307FFFFFFFF00FFFFFFFF00FFFFFFFF0066005A000000006C07FFFFFFFFA8BE00006B0F0100C8290000B500B90700BD0000003300000000000000FFFFFFFF0000006C075B040000010400D4070A39030000370400000000000000FFFFFFFF010001000000000000000000000000000000030000000F000000E401000100855200005503
"Bruno Octávio",8832887,51299,319,"SC Corinthians Paulista",NORMAL,INTERNAL_PERSON_ID,51299,0x002FF567,True,-1,-1,2772,4,A8FA8E629AE10C56,"L|L|I|I|I|I|I|I|I|I|I|B|REF|I|S|L|L|L|L|L|S|L|L|L|S|B|I|I|I|I|I|I|I|I|I|B|",6F007300E90020004C0065006F006E006100720064006F0000000100BD00000061C8000074C78600000E0000004D006100720063006F00730020004C00650061006E00640072006F0000000100BD00000062C8000075C78600000D0000004200720075006E006F0020004F0063007400E100760069006F0000000100BD00000063C8000077C78600000B00000047006500720073006F006E0020004A006F007300E90000000100BD00000064C800007BC786000010000000570069006C006C00690061006D0020004600650072006E0061006E0064006F0000000100BD00000065C8000080C78600000B000000410066006F006E0073006F0020004A006F00E3006F0000000100BD00000066C8000081C78600000C00000041006E0064007200E90020004D00E1007200630069006F0000000100BD00000067C8000082C78600000A000000430065006C0073006F0020004C007500ED00730000000100BD00000068C8000083C78600000E0000004D0069006300680065006C00200050006C0061007400
"Bruno Octávio",8832887,51299,319,"SC Corinthians Paulista",NORMAL,INTERNAL_PERSON_ID,51299,0x004E2C4E,False,-1,-1,2252,551236,F8D2285000935311,"L|S|L|L|L|S|B|I|I|I|I|B|REF|I|S|L|L|L|S|L|L|L|S|B|I|I|I|I|B|L|L|L|L|L|L|L|",F12D7B00000500000041006B0068006200610000000200A500000060C80000F02D7B00000600000055006C0061006E006F00760000000200A500000061C80000B056070000070000004B006100730069006D006F00760000000200A500000062C800009B2D7B000006000000540072006F00790061006E0000000200A500000063C80000972D7B00000700000044006F00670075007A006F00760000000200A500000064C80000702D7B00000900000044006F006C0067006100630068006500760000000200A500000065C80000232D7B00000C00000041006E0064007200750073006300680065006E006B006F0000000200A500000066C80000C92C7B000009000000530068006F006C006F006B0068006F00760000000200A500000067C80000942C7B000006000000540072006100760069006E0000000200A500000068C8000021520700000800000041006C006500730068006B0069006E0000000200A500000069C80000DF2B7B000009000000470061006C006900740073006B006900790000
"Bruno Octávio",8832887,51299,319,"SC Corinthians Paulista",NORMAL,INTERNAL_PERSON_ID,51299,0x00953055,False,51,120,19466,158,D7B00C3CAE5AB78F,"Z|Z|L|L|L|FF|L|L|L|S|L|FF|REF|I|S|L|S|L|B|L|B|I|I|L|S|S|Z|L|L|L|Z|L|Z|L|B|L|",0001160000FFFFFFFFE76406000A000E180000F3260000000000000000004900002B820E0000000000000000000000000000000000000000000000000000000000000100000000000000003F010000000000000000000000010000010400D4070300D407FFFFFFFF00FFFFFFFF00FFFFFFFF00060036000000006C07FFFFFFFF63C80000BA110100DF2B0000D500C10700BD000000FFFFFFFF00000000FFFFFFFF0000006C078C000000010000D4070A961B0000F30800000000000000FFFFFFFF0100010000007D000000000000000C00000000000000B603000000010002030F000000003A581300391C00000030000000FA000000B600D607030400000000000000000000D4072E020AFF00000000000000000000D4070000391C000077C786000124132413920978009A0000000000A20500000DBF0000B3110100FFFFFFFF09009D0700BD000000FFFFFFFF00000000FFFFFFFF0000006C07C60200000C0000D1070A971B0000FFFFFFFF0000000000FFFFFFFF0100010000000000000000000000
"Bruno Octávio",8832887,51299,319,"SC Corinthians Paulista",NORMAL,INTERNAL_PERSON_ID,51299,0x00A98FAE,False,-1,-1,324,2484,87B4DBF1E0404F0B,"L|L|S|S|I|L|L|L|L|L|L|S|REF|I|L|L|L|L|L|L|S|S|I|L|L|L|L|L|L|S|S|I|L|L|L|L|",000053C80000011C2B000054C80000011E2B000055C8000001DB24000057C80000012121000058C8000001B02B000059C8000001E12A00005BC80000015F2100005CC8000001152500005DC8000001CB2000005EC80000018C2300005FC8000001AC2B000060C80000011D21000061C8000001EA20000062C8000001DE2B000063C8000001DF2B000065C8000001FB20000066C8000001E32B000068C8000001E52B000069C8000001E62B00006AC8000001172300006CC8000001E52100006DC8000001BE24000071C8000001EB2B000072C8000001F12A000073C80000010221000078C8000001F32B000079C8000001F42B00007CC8000001F62B00007DC8000001FA2B00007EC8000001F120000081C8000001FE2B000082C8000001FF2B000089C80000010C2C00008AC8000001132100008BC80000010E2C00008CC8000001242100008DC8000001102C00008EC80000017221000091C80000014221000093C80000013625000094C8000001142C000095C80000011321000096C8000001162C00
"Bruno Octávio",8832887,51299,319,"SC Corinthians Paulista",NORMAL,PERSON_DATABASE_ID,8832887,0x002FF56B,True,-1,-1,4,146003,47690FE634D459AC,"L|I|I|I|I|I|I|I|I|I|B|S|REF|S|L|L|L|L|L|S|L|L|L|S|B|I|I|I|I|I|I|I|I|I|B|S|",E90020004C0065006F006E006100720064006F0000000100BD00000061C8000074C78600000E0000004D006100720063006F00730020004C00650061006E00640072006F0000000100BD00000062C8000075C78600000D0000004200720075006E006F0020004F0063007400E100760069006F0000000100BD00000063C8000077C78600000B00000047006500720073006F006E0020004A006F007300E90000000100BD00000064C800007BC786000010000000570069006C006C00690061006D0020004600650072006E0061006E0064006F0000000100BD00000065C8000080C78600000B000000410066006F006E0073006F0020004A006F00E3006F0000000100BD00000066C8000081C78600000C00000041006E0064007200E90020004D00E1007200630069006F0000000100BD00000067C8000082C78600000A000000430065006C0073006F0020004C007500ED00730000000100BD00000068C8000083C78600000E0000004D0069006300680065006C00200050006C006100740069006E00
"Bruno Octávio",8832887,51299,319,"SC Corinthians Paulista",NORMAL,PERSON_DATABASE_ID,8832887,0x0058F06D,False,-1,-1,27137,9228,F4F63D3BEC92EF5A,"S|L|L|I|I|I|I|I|I|I|B|I|REF|S|L|L|L|L|L|L|S|L|L|I|I|L|I|I|I|L|B|L|L|L|L|L|",7200200042006100690074006C006500720000000100BD000000B81101002ABC86000013000000640065002000430061007300740072006F002000560061006C0065007200690061006E006F0000000100BD000000B91101002BBC860000090000004A006F00760061006E0065006C006C00690000000100BD000000BA11010077C78600000A000000430061007200700069006E0065006C006C00650000000100BD000000BB11010072C78600000C0000004F007300F300720069006F00200052006F006D00E3006F0000000100BD000000BC11010070C7860000050000005A00610074007400610000000100BD000000BD1101006FC78600001B0000004E0061007300630069006D0065006E0074006F00200064006F0073002000530061006E0074006F0073002000460069006C0068006F0000000100BD000000BE1101006EC78600000E00000064006500200053006F0075007A00610020004D00610067006E006F0000000100BD000000BF1101006CC78600000F00000044007500610072007400
"Bruno Octávio",8832887,51299,319,"SC Corinthians Paulista",NORMAL,PERSON_DATABASE_ID,8832887,0x0062C2B8,False,-1,-1,837,8460,EE9DE38182CA3FE9,"L|I|I|I|I|I|I|I|I|I|B|S|REF|S|L|L|L|L|L|L|L|S|I|L|I|I|I|B|L|L|L|L|L|L|L|L|",ED00730020004100750067007500730074006F0000000100BD000000DD2B000070C78600000E0000004D006100720063006F00730020004C00650061006E00640072006F0000000100BD000000DE2B000075C78600000D0000004200720075006E006F0020004F0063007400E100760069006F0000000100BD000000DF2B000077C78600000C00000047006500720073006F006E00200053006F0064007200E90000000100BD000000E02B00007BC7860000040000004B0061006800EA0000000100BD000000E12B00007CC786000008000000560061006C00640065006E006900720000000100BD000000E22B000051D504000006000000410066006F006E0073006F0000000100BD000000E32B000081C78600000D00000041006E0064007200E9002000420061007300730061006E00690000000100BD000000E42B000082C78600000A000000430065006C0073006F0020004C007500ED00730000000100BD000000E52B000083C78600000E0000004D0069006300680065006C00200050006C0061
"Bruno Octávio",8832887,51299,319,"SC Corinthians Paulista",NORMAL,PERSON_DATABASE_ID,8832887,0x009530F3,False,18,87,158,1564,9956EF61BB832729,"B|B|L|S|Z|Z|L|S|Z|Z|S|S|REF|L|L|S|L|L|L|L|L|I|B|FF|Z|FF|L|I|S|L|L|L|Z|FF|I|Z|",FFFFFF0000006C078C000000010000D4070A961B0000F30800000000000000FFFFFFFF0100010000007D000000000000000C00000000000000B603000000010002030F000000003A581300391C00000030000000FA000000B600D607030400000000000000000000D4072E020AFF00000000000000000000D4070000391C000077C786000124132413920978009A0000000000A20500000DBF0000B3110100FFFFFFFF09009D0700BD000000FFFFFFFF00000000FFFFFFFF0000006C07C60200000C0000D1070A971B0000FFFFFFFF0000000000FFFFFFFF0100010000000000000000000000000000000000000000000000000C00003A1C000000F2010000D80000001E00D907040400000000000000000000D107300237FF00000000000000000000D10700003A1C000078C7860002C800C80032003C008C0002160000FFFFFFFF790C00000A00E015900110270000000000000000000000005A0900000000000000000000000000000000000000000000000000000000000000010000000000000000
"Bruno Santos",8832815,11210,322,"CR Flamengo",SPECIAL_EMP,INTERNAL_PERSON_ID,11210,0x00079B22,False,25,6,30135,62633,54C9889A9702971E,"S|Z|S|I|L|I|Z|Z|B|B|Z|B|REF|I|S|Z|L|L|Z|L|L|L|S|B|Z|I|I|Z|L|L|L|L|Z|Z|S|S|",00000000000000960000000900000000000000FF000000C72B0000F6E379000004000000000000000000960000000900000000000000FF000000C82B0000F7E379000004000000000000000000960000000900000000000000FF000000C92B0000F8E379000004000000000000000000960000000900000000000000FF000000CA2B0000F9E379000004000000000000000000960000000900000000000000FF000000CB2B0000FAE379000004000000000000000000960000000900000000000000FF000000CC2B0000FBE379000004000000000000000000960000000900000000000000FF000000CD2B0000FCE379000004000034420000304100960000000900000000000000FF000000CE2B0000FDE379000004000000000000000000960000000900000000000000FF000000CF2B000000E479000004000000000000000000960000000900000000000000FF000000D02B000001E479000004000000000000000000960000000900000000000000FF000000D12B000002E4790000040000000000
"Bruno Santos",8832815,11210,322,"CR Flamengo",SPECIAL_EMP,INTERNAL_PERSON_ID,11210,0x001A39BA,False,-1,-1,30701,1374144,044E4F537254091D,"L|L|L|L|S|I|L|I|I|I|I|B|REF|I|S|L|L|L|S|L|L|L|S|B|I|I|I|I|B|S|I|S|L|L|L|L|",3D000000C62B000066F70B0000070000004B0065006900730075006B006500000016003D000000C72B000081F80B0000040000005900750079006100000015003D000000C82B0000CAFC0B0000060000004D0061007300610074006F00000014003D000000C92B000087883B000003000000520079006F00000014003D000000CA2B0000F5E90B0000070000005400650074007300750079006100000014003D000000CB2B0000D1D30B0000060000004D006100730061006B006900000013003D000000CC2B00001EF30B0000060000004B006F00730075006B006500000013003D000000CD2B000013873B0000060000004B0061007A0075006B006900000013003D000000CE2B000097EA0B0000080000004D00610073006100790075006B006900000013003D000000CF2B000050F70B0000060000005300680069006E006A006900000012003D000000D02B000089D40B0000050000004B006F00680065006900000012003D000000D12B00002CF40B00000500000059006F006800650069000000
"Bruno Santos",8832815,11210,322,"CR Flamengo",SPECIAL_EMP,INTERNAL_PERSON_ID,11210,0x00388E9B,False,-1,-1,31115,1376442,634D9820ACF21A12,"L|S|L|L|L|S|B|I|I|I|I|B|REF|I|S|L|L|L|L|S|I|L|I|I|I|I|B|I|L|L|L|L|L|L|L|S|",0B0000070000004F0068007400730075006B006100000007003D000000C72B000095883B0000060000004E0061006B0061006E006F00000007003D000000C82B0000FD853B000006000000480061006D00610064006100000007003D000000C92B0000E9EA0B0000060000004F0068006D006F0072006900000007003D000000CA2B000096566C0000060000004D0075007200610074006100000007003D000000CB2B000026D50B00000600000054006F006D00690074006100000007003D000000CC2B0000C3D30B0000050000004E006100670061006900000007003D000000CD2B000053FF0B0000070000004F006B0061006D006F0074006F00000007003D000000CE2B0000E3F60B0000060000004D0069006E0061006D006900000006003D000000CF2B0000CAD80B0000060000004E0061006B00610074006100000006003D000000D02B000001F80B000006000000540061006B0061006E006F00000006003D000000D12B0000CC853B00000A000000590061006E0061006700690073006100
"Bruno Santos",8832815,11210,322,"CR Flamengo",SPECIAL_EMP,INTERNAL_PERSON_ID,11210,0x0062BF6F,True,-1,-1,3090,4,C70841BB3B187CE2,"L|L|S|B|I|I|I|I|I|I|I|B|REF|I|S|L|L|L|L|S|L|L|L|S|B|I|I|I|I|L|I|I|B|S|I|S|",006E00670000000100BD000000C72B0000F1C6860000070000004900760061006E00640072006F0000000100BD000000C82B000039D5040000070000004C0061006D00620061007200690000000100BD000000C92B000029C78600000C0000004200720075006E006F002000530061006E0074006F00730000000100BD000000CA2B00002FC786000009000000430061006D0061007A007A006F006C00610000000100BD000000CB2B000045D50400000C000000460072006500640020004D0061006E006800E3006500730000000100BD000000CC2B000032C7860000090000004E006500670072006500690072006F00730000000100BD000000CD2B000034C78600000A00000041006E0064007200E90020004C0069006D00610000000100BD000000CE2B000038C78600000B000000460065006C00690070006500200041006400E3006F0000000100BD000000CF2B00003BC7860000070000004D0075007200690071007500690000000100BD000000D02B00003CC786000005000000520061006F
