display_name,person_database_id,internal_person_id,expected_club_database_id,expected_club_name,expected_club_save_index,reference_kind,reference_offset,data_type,club_value_offset,relative_offset,is_identity_occurrence,is_known_minus17,signature_hex
"Alessandro",3902245,69183,319,"SC Corinthians Paulista",48,PERSON_DATABASE_ID,0x008FB9FA,UINT16,0x008FC578,2942,False,False,0000000000000000000100000000000030003000920000009200010000010400D4072001D307FFFF
"Alessandro",3902245,69183,319,"SC Corinthians Paulista",48,PERSON_DATABASE_ID,0x008FB9FA,UINT16,0x008FC57A,2944,False,False,000000000000000100000000000030003000920000009200010000010400D4072001D307FFFFFFFF
"André Bahia",311169,68196,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x007F3CBF,UINT16,0x007F2D91,-3886,False,False,02030A00000000EC4C0800D608000000330000004B0000001E00D507050600000000000000000000
"André Bahia",311169,68196,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x007F3CBF,UINT32,0x007F2D91,-3886,False,False,02030A00000000EC4C0800D608000000330000004B0000001E00D507050600000000000000000000
"André Bahia",311169,68196,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x007F3CBF,UINT16,0x007F2DB9,-3846,False,False,D1072F0200FF00000000010101610200330000000000000000D1070000D608000069BF0400022602
"André Bahia",311169,68196,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x007F3CBF,UINT32,0x007F2DB9,-3846,False,False,D1072F0200FF00000000010101610200330000000000000000D1070000D608000069BF0400022602
"André Bahia",311169,68196,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x007F3CBF,UINT16,0x007F2EC6,-3577,False,False,02030A0000000086E20000D708000000330000004B0000001E00D507050600000000000000000000
"André Bahia",311169,68196,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x007F3CBF,UINT32,0x007F2EC6,-3577,False,False,02030A0000000086E20000D708000000330000004B0000001E00D507050600000000000000000000
"André Bahia",311169,68196,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x007F3CBF,UINT16,0x007F2EEE,-3537,False,False,D107330200FF00000000010101613600330000000000000000D1070000D70800006ABF0400021A1D
"André Bahia",311169,68196,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x007F3CBF,UINT32,0x007F2EEE,-3537,False,False,D107330200FF00000000010101613600330000000000000000D1070000D70800006ABF0400021A1D
"André Bahia",311169,68196,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x007F3CBF,UINT16,0x007F3663,-1628,False,False,02030F0000000065CA2F00DD0800000033000000CC0000001E00D507050400000000000000000000
"André Bahia",311169,68196,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x007F3CBF,UINT32,0x007F3663,-1628,False,False,02030F0000000065CA2F00DD0800000033000000CC0000001E00D507050400000000000000000000
"André Bahia",311169,68196,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x007F3CBF,UINT16,0x007F36C9,-1526,False,False,38020000016136003200000001613100330000000000000000D1070000DD08000072BF040002600B
"André Bahia",311169,68196,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x007F3CBF,UINT32,0x007F36C9,-1526,False,False,38020000016136003200000001613100330000000000000000D1070000DD08000072BF040002600B
"André Bahia",311169,68196,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x007F3CBF,UINT16,0x007F3D29,106,False,False,02030F000000000FA56E00E40800000033000000770100001E00D507030400000000000000000000
"André Bahia",311169,68196,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x007F3CBF,UINT32,0x007F3D29,106,False,False,02030F000000000FA56E00E40800000033000000770100001E00D507030400000000000000000000
"André Bahia",311169,68196,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x007F3CBF,UINT16,0x007F3D51,146,False,False,D1072D024BFF00000000010101614400330000000000000000D1070000E408000081BF040001901A
"André Bahia",311169,68196,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x007F3CBF,UINT32,0x007F3D51,146,False,False,D1072D024BFF00000000010101614400330000000000000000D1070000E408000081BF040001901A
"André Bahia",311169,68196,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x007F3CBF,UINT16,0x007F3DDD,286,False,False,00000000000000A0020000E50800000033000000DD0200001E00D707040400000000000000000000
"André Bahia",311169,68196,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x007F3CBF,UINT32,0x007F3DDD,286,False,False,00000000000000A0020000E50800000033000000DD0200001E00D707040400000000000000000000
"André Bahia",311169,68196,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x007F3CBF,UINT16,0x007F3E88,457,False,False,00000000000000B00C0000E60800000033000000B10100001E00D907040400000000000000000000
"André Bahia",311169,68196,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x007F3CBF,UINT32,0x007F3E88,457,False,False,00000000000000B00C0000E60800000033000000B10100001E00D907040400000000000000000000
"André Bahia",311169,68196,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x007F3D62,UINT16,0x007F2D91,-4049,False,False,02030A00000000EC4C0800D608000000330000004B0000001E00D507050600000000000000000000
"André Bahia",311169,68196,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x007F3D62,UINT32,0x007F2D91,-4049,False,False,02030A00000000EC4C0800D608000000330000004B0000001E00D507050600000000000000000000
"André Bahia",311169,68196,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x007F3D62,UINT16,0x007F2DB9,-4009,False,False,D1072F0200FF00000000010101610200330000000000000000D1070000D608000069BF0400022602
"André Bahia",311169,68196,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x007F3D62,UINT32,0x007F2DB9,-4009,False,False,D1072F0200FF00000000010101610200330000000000000000D1070000D608000069BF0400022602
"André Bahia",311169,68196,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x007F3D62,UINT16,0x007F2EC6,-3740,False,False,02030A0000000086E20000D708000000330000004B0000001E00D507050600000000000000000000
"André Bahia",311169,68196,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x007F3D62,UINT32,0x007F2EC6,-3740,False,False,02030A0000000086E20000D708000000330000004B0000001E00D507050600000000000000000000
"André Bahia",311169,68196,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x007F3D62,UINT16,0x007F2EEE,-3700,False,False,D107330200FF00000000010101613600330000000000000000D1070000D70800006ABF0400021A1D
"André Bahia",311169,68196,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x007F3D62,UINT32,0x007F2EEE,-3700,False,False,D107330200FF00000000010101613600330000000000000000D1070000D70800006ABF0400021A1D
"André Bahia",311169,68196,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x007F3D62,UINT16,0x007F3663,-1791,False,False,02030F0000000065CA2F00DD0800000033000000CC0000001E00D507050400000000000000000000
"André Bahia",311169,68196,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x007F3D62,UINT32,0x007F3663,-1791,False,False,02030F0000000065CA2F00DD0800000033000000CC0000001E00D507050400000000000000000000
"André Bahia",311169,68196,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x007F3D62,UINT16,0x007F36C9,-1689,False,False,38020000016136003200000001613100330000000000000000D1070000DD08000072BF040002600B
"André Bahia",311169,68196,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x007F3D62,UINT32,0x007F36C9,-1689,False,False,38020000016136003200000001613100330000000000000000D1070000DD08000072BF040002600B
"André Bahia",311169,68196,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x007F3D62,UINT16,0x007F3D29,-57,False,False,02030F000000000FA56E00E40800000033000000770100001E00D507030400000000000000000000
"André Bahia",311169,68196,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x007F3D62,UINT32,0x007F3D29,-57,False,False,02030F000000000FA56E00E40800000033000000770100001E00D507030400000000000000000000
"André Bahia",311169,68196,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x007F3D62,UINT16,0x007F3D51,-17,False,True,D1072D024BFF00000000010101614400330000000000000000D1070000E408000081BF040001901A
"André Bahia",311169,68196,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x007F3D62,UINT32,0x007F3D51,-17,False,True,D1072D024BFF00000000010101614400330000000000000000D1070000E408000081BF040001901A
"André Bahia",311169,68196,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x007F3D62,UINT16,0x007F3DDD,123,False,False,00000000000000A0020000E50800000033000000DD0200001E00D707040400000000000000000000
"André Bahia",311169,68196,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x007F3D62,UINT32,0x007F3DDD,123,False,False,00000000000000A0020000E50800000033000000DD0200001E00D707040400000000000000000000
"André Bahia",311169,68196,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x007F3D62,UINT16,0x007F3E88,294,False,False,00000000000000B00C0000E60800000033000000B10100001E00D907040400000000000000000000
"André Bahia",311169,68196,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x007F3D62,UINT32,0x007F3E88,294,False,False,00000000000000B00C0000E60800000033000000B10100001E00D907040400000000000000000000
"Andrezinho",302728,50407,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x007993C1,UINT16,0x00798FFC,-965,False,False,00000000000000000200004F0300000033000000DD0200001E00D707040400000000000000000000
"Andrezinho",302728,50407,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x007993C1,UINT32,0x00798FFC,-965,False,False,00000000000000000200004F0300000033000000DD0200001E00D707040400000000000000000000
"Andrezinho",302728,50407,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x007993C1,UINT16,0x007990A7,-794,False,False,0000000000000000020000500300000033000000DD0200001E00D707040400000000000000000000
"Andrezinho",302728,50407,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x007993C1,UINT32,0x007990A7,-794,False,False,0000000000000000020000500300000033000000DD0200001E00D707040400000000000000000000
"Andrezinho",302728,50407,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x007993C1,UINT16,0x007991BE,-515,False,False,00000000000000000C0000520300000033000000B10100001E00D907040400000000000000000000
"Andrezinho",302728,50407,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x007993C1,UINT32,0x007991BE,-515,False,False,00000000000000000C0000520300000033000000B10100001E00D907040400000000000000000000
"Andrezinho",302728,50407,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x007993C1,UINT16,0x0079942F,110,False,False,02030F000000001F299900540300000033000000FE0700006C01D507030400000000000000000400
"Andrezinho",302728,50407,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x007993C1,UINT32,0x0079942F,110,False,False,02030F000000001F299900540300000033000000FE0700006C01D507030400000000000000000400
"Andrezinho",302728,50407,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x007993C1,UINT16,0x00799457,150,False,False,D4072D020AFF00000000010101613200330000000000000400D407000054030000889E040002D606
"Andrezinho",302728,50407,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x007993C1,UINT32,0x00799457,150,False,False,D4072D020AFF00000000010101613200330000000000000400D407000054030000889E040002D606
"Andrezinho",302728,50407,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x007993C1,UINT16,0x0079951B,346,False,False,0F0100C8290000B500B90700BD0000003300000000000000FFFFFFFF0000006C075B040000010400
"Andrezinho",302728,50407,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x007993C1,UINT32,0x0079951B,346,False,False,0F0100C8290000B500B90700BD0000003300000000000000FFFFFFFF0000006C075B040000010400
"Andrezinho",302728,50407,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x007993C1,UINT16,0x00799597,470,False,False,D4073A0264FF000000000102016105003300000001610F001D0600000000000400D4070000550300
"Andrezinho",302728,50407,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x007993C1,UINT32,0x00799597,470,False,False,D4073A0264FF000000000102016105003300000001610F001D0600000000000400D4070000550300
"Andrezinho",302728,50407,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x007993C1,UINT16,0x00799663,674,False,False,0F01007F2200002100BA0700BD0000003300000000000000FFFFFFFF0000006C0715040000010000
"Andrezinho",302728,50407,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x007993C1,UINT32,0x00799663,674,False,False,0F01007F2200002100BA0700BD0000003300000000000000FFFFFFFF0000006C0715040000010000
"Andrezinho",302728,50407,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x007993C1,UINT16,0x0079979A,985,False,False,0F0100C72900003B01B70700BD0000003300000004000000FFFFFFFF0000006C0739040000010400
"Andrezinho",302728,50407,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x007993C1,UINT32,0x0079979A,985,False,False,0F0100C72900003B01B70700BD0000003300000004000000FFFFFFFF0000006C0739040000010400
"Andrezinho",302728,50407,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x007993C1,UINT16,0x0079981B,1114,False,False,D407290264FF000000000102016101003300000002610400BD0000000000000400D4070000570300
"Andrezinho",302728,50407,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x007993C1,UINT32,0x0079981B,1114,False,False,D407290264FF000000000102016101003300000002610400BD0000000000000400D4070000570300
"Andrezinho",302728,50407,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x007993C1,UINT16,0x00799F2D,2924,False,False,07FFFFFFFF100400D4070043030000A13300000000000000FFFFFFFF000001010103550042000000
"Andrezinho",302728,50407,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x007993C1,UINT32,0x00799F2D,2924,False,False,07FFFFFFFF100400D4070043030000A13300000000000000FFFFFFFF000001010103550042000000
"Andrezinho",302728,50407,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x007993C1,UINT16,0x0079A037,3190,False,False,000000000000FFFFFFFF010001000000330000000000000011000000000000009301000000010001
"Andrezinho",302728,50407,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x007993C1,UINT32,0x0079A037,3190,False,False,000000000000FFFFFFFF010001000000330000000000000011000000000000009301000000010001
"Andrezinho",302728,50407,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x007993C1,UINT16,0x0079A2A2,3809,False,False,07A6080000010000D1070A46030000933300000000000000FFFFFFFF010001000000BB0000000000
"Andrezinho",302728,50407,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x007993C1,UINT32,0x0079A2A2,3809,False,False,07A6080000010000D1070A46030000933300000000000000FFFFFFFF010001000000BB0000000000
"Andrezinho",302728,50407,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x00799468,UINT16,0x00798FFC,-1132,False,False,00000000000000000200004F0300000033000000DD0200001E00D707040400000000000000000000
"Andrezinho",302728,50407,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x00799468,UINT32,0x00798FFC,-1132,False,False,00000000000000000200004F0300000033000000DD0200001E00D707040400000000000000000000
"Andrezinho",302728,50407,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x00799468,UINT16,0x007990A7,-961,False,False,0000000000000000020000500300000033000000DD0200001E00D707040400000000000000000000
"Andrezinho",302728,50407,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x00799468,UINT32,0x007990A7,-961,False,False,0000000000000000020000500300000033000000DD0200001E00D707040400000000000000000000
"Andrezinho",302728,50407,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x00799468,UINT16,0x007991BE,-682,False,False,00000000000000000C0000520300000033000000B10100001E00D907040400000000000000000000
"Andrezinho",302728,50407,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x00799468,UINT32,0x007991BE,-682,False,False,00000000000000000C0000520300000033000000B10100001E00D907040400000000000000000000
"Andrezinho",302728,50407,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x00799468,UINT16,0x0079942F,-57,False,False,02030F000000001F299900540300000033000000FE0700006C01D507030400000000000000000400
"Andrezinho",302728,50407,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x00799468,UINT32,0x0079942F,-57,False,False,02030F000000001F299900540300000033000000FE0700006C01D507030400000000000000000400
"Andrezinho",302728,50407,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x00799468,UINT16,0x00799457,-17,False,True,D4072D020AFF00000000010101613200330000000000000400D407000054030000889E040002D606
"Andrezinho",302728,50407,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x00799468,UINT32,0x00799457,-17,False,True,D4072D020AFF00000000010101613200330000000000000400D407000054030000889E040002D606
"Andrezinho",302728,50407,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x00799468,UINT16,0x0079951B,179,False,False,0F0100C8290000B500B90700BD0000003300000000000000FFFFFFFF0000006C075B040000010400
"Andrezinho",302728,50407,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x00799468,UINT32,0x0079951B,179,False,False,0F0100C8290000B500B90700BD0000003300000000000000FFFFFFFF0000006C075B040000010400
"Andrezinho",302728,50407,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x00799468,UINT16,0x00799597,303,False,False,D4073A0264FF000000000102016105003300000001610F001D0600000000000400D4070000550300
"Andrezinho",302728,50407,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x00799468,UINT32,0x00799597,303,False,False,D4073A0264FF000000000102016105003300000001610F001D0600000000000400D4070000550300
"Andrezinho",302728,50407,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x00799468,UINT16,0x00799663,507,False,False,0F01007F2200002100BA0700BD0000003300000000000000FFFFFFFF0000006C0715040000010000
"Andrezinho",302728,50407,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x00799468,UINT32,0x00799663,507,False,False,0F01007F2200002100BA0700BD0000003300000000000000FFFFFFFF0000006C0715040000010000
"Andrezinho",302728,50407,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x00799468,UINT16,0x0079979A,818,False,False,0F0100C72900003B01B70700BD0000003300000004000000FFFFFFFF0000006C0739040000010400
"Andrezinho",302728,50407,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x00799468,UINT32,0x0079979A,818,False,False,0F0100C72900003B01B70700BD0000003300000004000000FFFFFFFF0000006C0739040000010400
"Andrezinho",302728,50407,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x00799468,UINT16,0x0079981B,947,False,False,D407290264FF000000000102016101003300000002610400BD0000000000000400D4070000570300
"Andrezinho",302728,50407,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x00799468,UINT32,0x0079981B,947,False,False,D407290264FF000000000102016101003300000002610400BD0000000000000400D4070000570300
"Andrezinho",302728,50407,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x00799468,UINT16,0x00799F2D,2757,False,False,07FFFFFFFF100400D4070043030000A13300000000000000FFFFFFFF000001010103550042000000
"Andrezinho",302728,50407,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x00799468,UINT32,0x00799F2D,2757,False,False,07FFFFFFFF100400D4070043030000A13300000000000000FFFFFFFF000001010103550042000000
"Andrezinho",302728,50407,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x00799468,UINT16,0x0079A037,3023,False,False,000000000000FFFFFFFF010001000000330000000000000011000000000000009301000000010001
"Andrezinho",302728,50407,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x00799468,UINT32,0x0079A037,3023,False,False,000000000000FFFFFFFF010001000000330000000000000011000000000000009301000000010001
"Andrezinho",302728,50407,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x00799468,UINT16,0x0079A2A2,3642,False,False,07A6080000010000D1070A46030000933300000000000000FFFFFFFF010001000000BB0000000000
"Andrezinho",302728,50407,322,"CR Flamengo",51,PERSON_DATABASE_ID,0x00799468,UINT32,0x0079A2A2,3642,False,False,07A6080000010000D1070A46030000933300000000000000FFFFFFFF010001000000BB0000000000
"Bruno Octávio",8832887,51299,319,"SC Corinthians Paulista",48,INTERNAL_PERSON_ID,0x00953055,UINT16,0x009530C3,110,False,False,02030F000000003A581300391C00000030000000FA000000B600D607030400000000000000000000
"Bruno Octávio",8832887,51299,319,"SC Corinthians Paulista",48,INTERNAL_PERSON_ID,0x00953055,UINT32,0x009530C3,110,False,False,02030F000000003A581300391C00000030000000FA000000B600D607030400000000000000000000
"Bruno Octávio",8832887,51299,319,"SC Corinthians Paulista",48,INTERNAL_PERSON_ID,0x00953055,UINT16,0x0095329A,581,False,False,02030F000000005D3E00003B1C000000300000002100000001006C07060400000000000000000000
"Bruno Octávio",8832887,51299,319,"SC Corinthians Paulista",48,INTERNAL_PERSON_ID,0x00953055,UINT32,0x0095329A,581,False,False,02030F000000005D3E00003B1C000000300000002100000001006C07060400000000000000000000
"Bruno Octávio",8832887,51299,319,"SC Corinthians Paulista",48,PERSON_DATABASE_ID,0x009530F3,UINT16,0x009530C3,-48,False,False,02030F000000003A581300391C00000030000000FA000000B600D607030400000000000000000000
"Bruno Octávio",8832887,51299,319,"SC Corinthians Paulista",48,PERSON_DATABASE_ID,0x009530F3,UINT32,0x009530C3,-48,False,False,02030F000000003A581300391C00000030000000FA000000B600D607030400000000000000000000
"Bruno Octávio",8832887,51299,319,"SC Corinthians Paulista",48,PERSON_DATABASE_ID,0x009530F3,UINT16,0x0095329A,423,False,False,02030F000000005D3E00003B1C000000300000002100000001006C07060400000000000000000000
"Bruno Octávio",8832887,51299,319,"SC Corinthians Paulista",48,PERSON_DATABASE_ID,0x009530F3,UINT32,0x0095329A,423,False,False,02030F000000005D3E00003B1C000000300000002100000001006C07060400000000000000000000
"Bruno Santos",8832815,11210,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x0094E3AC,UINT16,0x0094E412,102,False,False,02030F000000009BDB8300F71B00000033000000D7010000F100D50705060000000000000000F300
"Bruno Santos",8832815,11210,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x0094E3AC,UINT32,0x0094E412,102,False,False,02030F000000009BDB8300F71B00000033000000D7010000F100D50705060000000000000000F300
"Bruno Santos",8832815,11210,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x0094E3AC,UINT16,0x0094E43A,142,False,False,D2072B0200FF0000000001010161180033000000000000F300D2070000F71B00002FC78600021A04
"Bruno Santos",8832815,11210,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x0094E3AC,UINT32,0x0094E43A,142,False,False,D2072B0200FF0000000001010161180033000000000000F300D2070000F71B00002FC78600021A04
"Bruno Santos",8832815,11210,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x0094E3AC,UINT16,0x0094E547,411,False,False,02031900000000AA3C0000F81B000000330000002100000001006C07050400000000000000000000
"Bruno Santos",8832815,11210,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x0094E3AC,UINT32,0x0094E547,411,False,False,02031900000000AA3C0000F81B000000330000002100000001006C07050400000000000000000000
"Bruno Santos",8832815,11210,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x0094E3AC,UINT16,0x0094E56F,451,False,False,D107340200FF00000000010101613600330000000000000000D1070000F81B000031C7860001901A
"Bruno Santos",8832815,11210,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x0094E3AC,UINT32,0x0094E56F,451,False,False,D107340200FF00000000010101613600330000000000000000D1070000F81B000031C7860001901A
"Bruno Santos",8832815,11210,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x0094E3AC,UINT16,0x0094E5FB,591,False,False,00000000000000000C0000F91B00000033000000B10100001E00D807040400000000000000000000
"Bruno Santos",8832815,11210,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x0094E3AC,UINT32,0x0094E5FB,591,False,False,00000000000000000C0000F91B00000033000000B10100001E00D807040400000000000000000000
"Bruno Santos",8832815,11210,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x0094E3AC,UINT16,0x0094E727,891,False,False,02030F0000000064DB0100FA1B000000330000004B0000001E00D607040400000000000000000400
"Bruno Santos",8832815,11210,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x0094E3AC,UINT32,0x0094E727,891,False,False,02030F0000000064DB0100FA1B000000330000004B0000001E00D607040400000000000000000400
"Bruno Santos",8832815,11210,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x0094E3AC,UINT16,0x0094E891,1253,False,False,00000001FFFFFFFF030400FB1B00000033000000C50100006D01D407040000000000000000000B01
"Bruno Santos",8832815,11210,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x0094E3AC,UINT32,0x0094E891,1253,False,False,00000001FFFFFFFF030400FB1B00000033000000C50100006D01D407040000000000000000000B01
"Bruno Santos",8832815,11210,322,"CR Flamengo",51,INTERNAL_PERSON_ID,0x0094E3AC,UINT16,0x0094E9C6,1562,False,False,02030A00000000FE5E0200FC1B000000330000004C0000006D01D407040400000000000000000400
